cluster_id,size
0,44
20,6
33,5
23,5
29,3
16,3
19,2
36,2
34,2
11,2
5,2
9,1
14,1
13,1
12,1
10,1
6,1
8,1
7,1
4,1
3,1
2,1
1,1
15,1
38,1
17,1
18,1
37,1
39,1
21,1
22,1
24,1
25,1
26,1
27,1
28,1
30,1
31,1
32,1
35,1
40,1
