cluster_id,size
1,16
26,3
43,3
30,3
37,2
29,2
19,2
49,2
48,2
56,2
57,2
31,1
27,1
32,1
33,1
34,1
25,1
24,1
23,1
22,1
35,1
21,1
28,1
79,1
36,1
9,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
10,1
18,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
20,1
39,1
38,1
78,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
62,1
61,1
60,1
47,1
40,1
41,1
42,1
44,1
45,1
46,1
50,1
59,1
51,1
52,1
53,1
54,1
55,1
58,1
0,1
