cluster_id,size
7,46
6,7
13,6
19,5
12,4
3,3
10,3
20,2
22,2
1,2
2,2
4,2
5,2
8,2
9,2
0,2
24,1
11,1
38,1
37,1
36,1
35,1
34,1
33,1
32,1
31,1
30,1
29,1
28,1
23,1
27,1
14,1
15,1
16,1
17,1
18,1
26,1
39,1
21,1
25,1
40,1
