cluster_id,size
0,46
1,7
9,6
8,5
10,4
20,3
12,3
18,2
7,2
3,2
22,2
19,2
11,2
23,2
16,1
17,1
4,1
15,1
14,1
5,1
2,1
6,1
13,1
42,1
41,1
33,1
40,1
39,1
38,1
37,1
36,1
35,1
34,1
32,1
24,1
31,1
30,1
29,1
28,1
27,1
26,1
25,1
21,1
