cluster_id,size
1,33
11,3
10,3
9,3
5,3
18,2
7,2
25,2
13,2
32,2
14,2
3,2
19,2
38,2
24,2
12,1
15,1
40,1
16,1
6,1
4,1
2,1
8,1
20,1
17,1
30,1
37,1
36,1
35,1
34,1
33,1
31,1
29,1
39,1
28,1
27,1
26,1
23,1
22,1
21,1
0,1
