cluster_id,size
0,46
2,7
4,6
12,5
9,4
1,4
10,3
8,2
11,2
27,2
26,2
13,2
15,2
16,2
19,2
6,1
7,1
5,1
18,1
3,1
14,1
17,1
40,1
39,1
21,1
38,1
37,1
36,1
35,1
34,1
33,1
32,1
31,1
30,1
29,1
28,1
25,1
24,1
23,1
22,1
20,1
