cluster_id,size
0,30
3,15
2,6
1,5
6,5
11,3
10,2
13,2
12,2
26,2
28,2
9,2
7,2
5,2
4,2
18,1
8,1
14,1
15,1
16,1
17,1
40,1
19,1
31,1
38,1
37,1
36,1
35,1
34,1
33,1
32,1
30,1
39,1
29,1
27,1
25,1
24,1
23,1
22,1
21,1
20,1
